
BenchMarkishTopics,-compile -dead-code -constant-prop -simplify-cfg,0.005299091339111328,0.005110502243041992,0.005154609680175781,0.00513005256652832,0.00507664680480957,0.005245685577392578,0.005076408386230469,0.005392551422119141,0.005112648010253906,0.00516819953918457,0.005077362060546875,0.0051708221435546875,0.005112648010253906,0.005197286605834961,0.00506281852722168,0.005167722702026367,0.005106449127197266,0.0052928924560546875,0.005139827728271484,0.0051727294921875
BenchMarkishTopics,-compile -dead-code -constant-prop -simplify-cfg,0.005259037017822266,0.005068778991699219,0.005448102951049805,0.0051305294036865234,0.005024433135986328,0.005115509033203125,0.005128145217895508,0.005104541778564453,0.0050547122955322266,0.0051212310791015625,0.005116701126098633,0.00512385368347168,0.005113363265991211,0.005130290985107422,0.005093097686767578,0.005141258239746094,0.005221128463745117,0.0051195621490478516,0.005194902420043945,0.005110263824462891
Fibonacci,-compile -dead-code -constant-prop -simplify-cfg,14.771679162979126,14.822704553604126,14.780503749847412,14.8955397605896,14.772911787033081,14.894460678100586,14.780625343322754,14.867630958557129,14.893726348876953,14.823120832443237,14.83168911933899,14.785921573638916,14.77993130683899,14.811429023742676,14.784298181533813,14.773380994796753,14.800817966461182,14.819248676300049,14.792787313461304,14.792235374450684
GeneralFunctAndOptimize,-compile -dead-code -constant-prop -simplify-cfg,0.005950927734375,0.005089998245239258,0.005228281021118164,0.005276918411254883,0.00516510009765625,0.005117654800415039,0.0051136016845703125,0.005075693130493164,0.005151033401489258,0.005217313766479492,0.005158424377441406,0.005071401596069336,0.0052988529205322266,0.0050945281982421875,0.005136966705322266,0.005276918411254883,0.005091190338134766,0.00519871711730957,0.005127668380737305,0.005191326141357422
bert,-compile -dead-code -constant-prop -simplify-cfg,0.005228996276855469,0.005152702331542969,0.005194187164306641,0.0051305294036865234,0.005154132843017578,0.005084037780761719,0.005198478698730469,0.005055665969848633,0.00528407096862793,0.0051763057708740234,0.005149364471435547,0.005142688751220703,0.005237579345703125,0.005272865295410156,0.005160808563232422,0.005497932434082031,0.005176544189453125,0.005244016647338867,0.0051288604736328125,0.0053632259368896484
biggest,-compile -dead-code -constant-prop -simplify-cfg,0.006997346878051758,0.007024526596069336,0.0069582462310791016,0.006983757019042969,0.007079601287841797,0.007002830505371094,0.007112979888916016,0.00714874267578125,0.0069942474365234375,0.007249593734741211,0.007115602493286133,0.0070841312408447266,0.0072956085205078125,0.00876927375793457,0.008352518081665039,0.007632732391357422,0.007531166076660156,0.00785517692565918,0.008416891098022461,0.008064031600952148
binaryConverter,-compile -dead-code -constant-prop -simplify-cfg,0.005356311798095703,0.007056474685668945,0.0054247379302978516,0.005641460418701172,0.005554914474487305,0.005453586578369141,0.005349636077880859,0.007180690765380859,0.011203527450561523,0.005446434020996094,0.0054225921630859375,0.005394935607910156,0.005606412887573242,0.005544185638427734,0.005298614501953125,0.005606412887573242,0.0053234100341796875,0.0052013397216796875,0.005402565002441406,0.005304098129272461
creativeBenchMarkName,-compile -dead-code -constant-prop -simplify-cfg,0.005281209945678711,0.005185365676879883,0.005288600921630859,0.005179166793823242,0.005148887634277344,0.005167484283447266,0.005289554595947266,0.005277872085571289,0.005213499069213867,0.005142927169799805,0.005628347396850586,0.0053081512451171875,0.005144357681274414,0.0053060054779052734,0.005533933639526367,0.0053327083587646484,0.005240440368652344,0.0053102970123291016,0.005262136459350586,0.0052793025970458984
fact_sum,-compile -dead-code -constant-prop -simplify-cfg,0.008437633514404297,0.008846759796142578,0.008393526077270508,0.008767366409301758,0.008412361145019531,0.008875846862792969,0.00843954086303711,0.008605718612670898,0.00839853286743164,0.008439302444458008,0.008421182632446289,0.008414268493652344,0.008454561233520508,0.008416891098022461,0.008426904678344727,0.008378267288208008,0.008383035659790039,0.008402585983276367,0.00844430923461914,0.008411169052124023
killerBubbles,-compile -dead-code -constant-prop -simplify-cfg,0.013684511184692383,0.005322456359863281,0.005303621292114258,0.004892826080322266,0.005405426025390625,0.005137205123901367,0.0051500797271728516,0.005141735076904297,0.00528407096862793,0.005082845687866211,0.0053386688232421875,0.005403280258178711,0.004991292953491211,0.004971027374267578,0.0051136016845703125,0.0055692195892333984,0.005258798599243164,0.0051729679107666016,0.005137205123901367,0.005052328109741211
